# QMC Seed Set
# seed_set_id: phi_qmc_001
# qmc_type: sobol
# num_samples: 1000
# dimensions: 5
# seed: 42
# timestamp_utc: 2025-12-16T03:09:52.653333+00:00
# generator: scipy.stats.qmc
# scramble: true
#
row_id,dim_0,dim_1,dim_2,dim_3,dim_4
43,1.8632523063570261e-01,4.6122880745679140e-01,5.8389506302773952e-02,1.4548878464847803e-01,7.0334884431213140e-01
44,6.2411408871412277e-02,7.4317368678748608e-01,3.8617319241166115e-01,1.0806204751133919e-01,5.4486287198960781e-01
45,7.9720482602715492e-01,2.5133546628057957e-01,6.4715897943824530e-01,5.2246306929737329e-01,1.1293401289731264e-01
46,7.2431818954646587e-01,9.6018411871045828e-01,2.3827731329947710e-01,3.1214950885623693e-01,3.4931305423378944e-01
47,4.7856560908257961e-01,4.6287792734801769e-02,9.8266167007386684e-01,8.1837178207933903e-01,8.0849509593099356e-01
48,4.6164107415825129e-01,9.8054997902363539e-01,3.6436600890010595e-01,2.0626981556415558e-01,2.3906712234020233e-01
49,7.0998669508844614e-01,1.9812992773950100e-02,6.0240351036190987e-01,6.6662304569035769e-01,6.6660478990525007e-01
50,7.5281948130577803e-01,6.8962597288191319e-01,1.3253560289740562e-02,3.7718073558062315e-01,9.3413104303181171e-01
51,1.3052652589976788e-02,3.0707502178847790e-01,7.6593966502696276e-01,9.9571592919528484e-01,4.7152960393577814e-01
52,1.3718177191913128e-01,5.2660762239247561e-01,6.5713867358863354e-01,7.5170956086367369e-01,2.8034421056509018e-01
53,8.7869191728532314e-01,4.7205959353595972e-01,4.3472621310502291e-01,3.6758221499621868e-01,8.1374735664576292e-01
54,5.8411426469683647e-01,8.0178457126021385e-01,9.6133039053529501e-01,5.7887233793735504e-01,5.8526741899549961e-01
55,3.3751196041703224e-01,2.0054464787244797e-01,1.9301923736929893e-01,4.0423263795673847e-02,8.8048959150910378e-03
56,2.8807112295180559e-01,6.5605341643095016e-01,9.0302811935544014e-01,2.5959964375942945e-01,7.2117393556982279e-01
57,5.4029341507703066e-01,3.5113870725035667e-01,1.2641639914363623e-01,8.5981421731412411e-01,1.8377343751490116e-01
58,9.9673250224441290e-01,9.2378406319767237e-01,7.2289056796580553e-01,8.6760319769382477e-02,4.1623571049422026e-01
59,2.3740293737500906e-01,7.1933318860828876e-02,4.9413024447858334e-01,5.3265733737498522e-01,9.8869992047548294e-01
60,1.1156101711094379e-01,8.5244077257812023e-01,7.1562980301678181e-02,7.1403596550226212e-01,7.5942953024059534e-01
61,8.7257286347448826e-01,1.4133709110319614e-01,8.3254965953528881e-01,1.5873481053858995e-01,3.3589011617004871e-01
62,6.6445304453372955e-01,5.6920718308538198e-01,2.9862126335501671e-01,8.8494850974529982e-01,6.4351069740951061e-02
63,4.1391303390264511e-01,4.3604539614170790e-01,5.4300663527101278e-01,4.8782609961926937e-01,5.3094980120658875e-01
64,4.2084199003875256e-01,6.6951872967183590e-01,2.6717117428779602e-01,8.7268068827688694e-01,8.7724109180271626e-01
65,6.5752988122403622e-01,3.3378125913441181e-01,5.1204481255263090e-01,2.5393438246101141e-01,4.6496218536049128e-01
66,8.6393117532134056e-01,8.7859472539275885e-01,1.0264339391142130e-01,5.4359361622482538e-01,1.9730244576931000e-01
67,1.2019704654812813e-01,1.2104329001158476e-01,8.6411836929619312e-01,8.3025220781564713e-02,6.4488920848816633e-01
68,2.4432425294071436e-01,8.3860822021961212e-01,6.9178001675754786e-01,1.7123511526733637e-01,6.0311871208250523e-01
69,9.8980169836431742e-01,1.5905972197651863e-01,4.6253133751451969e-01,7.0995754376053810e-01,5.4456748999655247e-02
70,5.3165935259312391e-01,6.1378517094999552e-01,9.3450904637575150e-01,4.9839612282812595e-01,2.8303971141576767e-01
71,2.9671477805823088e-01,3.8754477817565203e-01,1.5740911941975355e-01,8.8280039932578802e-01,8.7451685499399900e-01
72,3.2881686277687550e-01,9.6709987241774797e-01,9.9241032730787992e-01,6.6337623540312052e-01,3.9550050627440214e-01
73,5.9281895495951176e-01,3.7185632623732090e-02,2.2458747029304504e-01,2.1769439801573753e-01,9.4791562110185623e-01
74,8.8567426800727844e-01,7.3483051732182503e-01,6.2568810768425465e-01,9.9053892679512501e-01,7.1556400600820780e-01
75,1.3018993288278580e-01,2.5798024237155914e-01,4.0376391354948282e-01,3.9053548034280539e-01,1.2784097529947758e-01
76,4.3499292805790901e-03,5.4042484890669584e-01,4.4734010472893715e-02,3.6494580097496510e-01,1.2415544968098402e-01
77,7.6151654589921236e-01,4.5432165171951056e-01,7.9693190846592188e-01,7.6179129537194967e-01,5.3268018364906311e-01
78,7.1697668638080359e-01,7.5719125755131245e-01,3.3325498085469007e-01,3.5856568254530430e-02,8.0407811794430017e-01
79,4.5465687569230795e-01,2.4902995489537716e-01,5.7080412656068802e-01,5.9088438376784325e-01,3.5273814387619495e-01
80,4.7182071208953857e-01,8.0903219245374203e-01,2.0667409989982843e-01,4.4548008404672146e-01,6.6221642959862947e-01
81,7.3105729371309280e-01,1.9158362038433552e-01,9.5154684223234653e-01,9.2338824551552534e-01,2.4246360920369625e-01
82,8.0615073628723621e-01,5.1786392834037542e-01,4.1716163605451584e-01,1.4956715423613787e-01,4.8278347309678793e-01
83,5.3471157327294350e-02,4.7860139142721891e-01,6.7863560002297163e-01,7.1929740160703659e-01,9.2191593721508980e-01
84,1.7958797421306372e-01,6.9858030974864960e-01,7.5619043409824371e-01,5.2619811613112688e-01,8.2593010086566210e-01
85,9.3003595527261496e-01,2.9982070997357368e-01,2.6942769996821880e-02,9.7125820815563202e-02,2.6912283711135387e-01
86,6.0717208404093981e-01,9.7400152031332254e-01,6.2387374881654978e-01,8.2403711043298244e-01,5.3797503933310509e-03
87,3.4570390451699495e-01,2.8550026006996632e-02,3.4677471406757832e-01,2.9928297083824873e-01,5.8968433365225792e-01
88,2.7868875488638878e-01,5.7780390698462725e-01,5.5669158138334751e-01,1.8340920098125935e-02,1.7252148315310478e-01
89,5.1842554286122322e-01,4.2965417448431253e-01,2.8886962030082941e-01,6.0486090183258057e-01,7.3338714148849249e-01
90,9.4456472806632519e-01,8.4529053047299385e-01,8.1495404522866011e-01,3.1617823056876659e-01,9.9308638088405132e-01
91,1.9582094810903072e-01,1.5020476281642914e-01,9.3030862510204315e-02,8.0701982509344816e-01,4.1284113842993975e-01
92,7.1905213408172131e-02,9.3018197547644377e-01,4.8435191344469786e-01,9.3774303607642651e-01,3.3931717649102211e-01
93,8.1847843062132597e-01,6.3343285582959652e-02,7.3654879629611969e-01,4.3124740850180387e-01,7.5501071568578482e-01
94,6.4451183471828699e-01,6.4719240553677082e-01,1.4791859872639179e-01,6.4183226693421602e-01,5.1876515708863735e-01
95,4.0260448399931192e-01,3.5829561017453671e-01,8.8546685222536325e-01,2.2715431451797485e-01,7.5574357993900776e-02
96,3.7769798096269369e-01,8.9214339572936296e-01,6.5574062336236238e-01,2.9461219906806946e-01,8.4743082802742720e-01
97,6.3817576970905066e-01,1.0334243718534708e-01,3.7766390852630138e-01,8.3206767309457064e-01,3.1012190878391266e-01
98,8.3651802409440279e-01,6.8721790984272957e-01,9.7651844844222069e-01,1.2175413500517607e-01,4.2504102922976017e-02
99,8.5108262486755848e-02,3.2023091614246368e-01,2.4434030707925558e-01,5.0492197088897228e-01,6.1505989916622639e-01
100,2.0899323374032974e-01,6.0023602377623320e-01,3.2281043007969856e-01,7.4935367237776518e-01,6.3290558289736509e-01
101,9.6263459324836731e-01,4.0524610783904791e-01,5.8526222314685583e-01,1.3178181461989880e-01,2.0927464216947556e-01
102,5.1205919124186039e-01,8.2090856321156025e-01,4.8831385560333729e-02,9.2024752497673035e-01,4.3784613255411386e-01
103,2.5381300039589405e-01,1.7261054180562496e-01,7.9663445614278316e-01,4.6088409889489412e-01,9.0435334481298923e-01
104,3.7160944472998381e-01,7.2103579901158810e-01,1.1604791693389416e-01,2.4146572034806013e-01,3.6469078995287418e-01
105,6.1252449732273817e-01,2.7543504722416401e-01,8.5457385051995516e-01,6.3954765163362026e-01,7.9213693086057901e-01
106,9.1294961515814066e-01,9.4964292552322149e-01,2.6402009185403585e-01,4.1235741227865219e-01,5.5976621061563492e-01
107,1.6541652474552393e-01,5.0978208892047405e-02,5.1914745196700096e-01,9.6865218598395586e-01,9.7073252312839031e-02
108,3.9330471307039261e-02,7.7098645269870758e-01,9.0930907335132360e-01,7.8684439510107040e-01,1.5495702810585499e-01
109,7.8903412446379662e-01,2.3157467320561409e-01,1.8640806153416634e-01,3.3995759207755327e-01,6.8845175299793482e-01
110,7.3643999360501766e-01,5.5788227263838053e-01,7.1453811787068844e-01,6.1398801486939192e-01,9.5989924669265747e-01
111,4.9769550375640392e-01,4.4052859861403704e-01,4.4378582853823900e-01,1.2810116633772850e-02,3.8352830987423658e-01
112,4.5223441068083048e-01,5.0040709692984819e-01,8.4111515060067177e-01,8.9857956394553185e-01,5.6989868357777596e-01
113,6.8814171943813562e-01,4.9239408317953348e-01,6.3039331696927547e-02,4.7022395674139261e-01,2.5176829658448696e-02
114,7.7080496679991484e-01,7.9523735120892525e-01,5.3687765914946795e-01,6.9643763359636068e-01,2.6544713042676449e-01
115,2.6318865828216076e-02,2.0903830230236053e-01,3.0470052920281887e-01,1.7236966080963612e-01,8.2960960734635592e-01
116,1.5218963287770748e-01,9.9145882856100798e-01,1.3352160621434450e-01,7.3110557161271572e-02,9.1827028617262840e-01
117,8.9493241719901562e-01,1.4756857417523861e-02,8.9597238413989544e-01,5.5027055926620960e-01,4.8643295373767614e-01
118,5.6401427462697029e-01,7.1237562783062458e-01,4.8458827659487724e-01,2.7721669897437096e-01,2.2270896844565868e-01
119,3.2636364921927452e-01,2.8236555121839046e-01,7.3239045497030020e-01,8.4616827312856913e-01,6.8198252934962511e-01
120,2.9816776979714632e-01,8.6298959515988827e-01,4.2664506938308477e-01,5.6522044446319342e-01,7.9250064678490162e-02
121,5.6144840735942125e-01,1.3665430434048176e-01,6.6517010703682899e-01,5.8038646355271339e-02,5.1508565060794353e-01
122,9.7952855285257101e-01,5.9135270025581121e-01,1.9963256083428860e-01,7.6932874694466591e-01,7.7479636576026678e-01
123,2.2335518803447485e-01,4.1195344459265471e-01,9.5475890953093767e-01,3.5393411014229059e-01,3.1952009722590446e-01
124,9.9197218194603920e-02,6.2949286401271820e-01,5.9481371752917767e-01,3.9081344380974770e-01,4.3259577918797731e-01
125,8.5368830151855946e-01,3.7184654548764229e-01,3.7191372085362673e-01,9.7811210248619318e-01,9.7332028113305569e-01
126,6.8728864938020706e-01,9.1663270536810160e-01,7.7499704714864492e-01,1.8866982962936163e-01,7.3703279253095388e-01
127,4.2232573032379150e-01,8.1044492311775684e-02,4.2456500232219696e-03,6.8025957979261875e-01,1.6887200251221657e-01
128,4.2741289734840393e-01,5.3711386676877737e-01,6.1822183243930340e-01,1.8048980738967657e-01,6.4306771662086248e-01
129,6.8172089010477066e-01,4.6715446095913649e-01,3.4844612050801516e-01,6.8892311491072178e-01,2.0002804324030876e-01
130,8.5931715555489063e-01,7.5803056173026562e-01,7.5146936532109976e-01,4.7833869233727455e-01,4.6363278944045305e-01
131,9.4049075618386269e-02,2.3476305045187473e-01,2.7591776102781296e-02,8.9107799623161554e-01,8.7948222272098064e-01
132,2.2013346757739782e-01,9.5426704082638025e-01,4.1892835404723883e-01,8.5367611423134804e-01,8.6851825471967459e-01
133,9.8323098476976156e-01,4.0496607311069965e-02,6.7307910695672035e-01,2.6909369323402643e-01,2.8811896219849586e-01
134,5.5780707020312548e-01,7.4909742921590805e-01,2.0747957192361355e-01,5.5777689721435308e-01,4.7966052778065205e-02
135,3.0132851470261812e-01,2.5714096054434776e-01,9.4698211271315813e-01,6.4996773377060890e-02,6.0868242941796780e-01
136,3.2415711507201195e-01,8.3383205160498619e-01,1.4123581815510988e-01,3.4594073519110680e-01,1.2910937331616879e-01
137,5.6671677902340889e-01,1.6945078223943710e-01,8.8806231133639812e-01,7.7695118729025126e-01,7.1326181758195162e-01
138,8.9229100756347179e-01,6.2097199726849794e-01,4.7673828527331352e-01,5.0039387308061123e-02,9.4967611506581306e-01
139,1.5433519147336483e-01,3.7864883337169886e-01,7.4016665574163198e-01,5.7285630889236927e-01,3.9271385129541159e-01
140,3.0451881699264050e-02,6.5912767685949802e-01,8.1770596280694008e-01,6.7263046558946371e-01,3.5928991250693798e-01
141,7.6617609988898039e-01,3.3855745010077953e-01,8.6504428647458553e-02,1.9666034169495106e-01,7.9857541341334581e-01
142,6.9283168110996485e-01,8.8749064784497023e-01,5.6040474493056536e-01,9.7048100456595421e-01,5.3873985633254051e-01
143,4.4804041925817728e-01,1.1385645624250174e-01,2.8135142289102077e-01,3.9881365839391947e-01,1.1913721170276403e-01
144,4.9266984872519970e-01,9.2958670016378164e-01,9.3283115234225988e-01,5.1303765457123518e-01,9.2855540663003922e-01
145,7.4194624088704586e-01,7.7854203991591930e-02,1.6305633261799812e-01,1.1425352655351162e-01,4.7706335317343473e-01
146,7.8334471210837364e-01,6.5025937370955944e-01,6.9112440012395382e-01,8.4018876403570175e-01,2.4861861206591129e-01
147,4.4539172202348709e-02,3.4521877206861973e-01,4.6724782604724169e-01,2.8709864336997271e-01,6.5698840562254190e-01
148,1.6869880352169275e-01,5.6329296622425318e-01,1.0820293240249157e-01,4.6839138120412827e-01,5.9086495637893677e-01
149,9.0918662492185831e-01,4.3024944234639406e-01,8.6235267389565706e-01,9.1213470418006182e-01,3.2950220629572868e-03
150,6.1610432248562574e-01,8.5836737602949142e-01,2.7173883374780416e-01,1.3929060380905867e-01,2.7078792639076710e-01
151,3.6851021181792021e-01,1.4713781699538231e-01,5.1124047860503197e-01,7.4123162589967251e-01,8.2335327658802271e-01
152,2.5608104653656483e-01,6.9163775071501732e-01,3.3065481856465340e-01,9.6065387129783630e-01,4.0662506315857172e-01
153,5.0929517485201359e-01,3.0896090716123581e-01,5.7748041953891516e-01,4.1999423969537020e-01,9.9825339205563068e-01
154,9.6521544456481934e-01,9.7853343654423952e-01,4.1111570782959461e-02,6.3155522476881742e-01,7.2668659966439009e-01
155,2.0690823346376419e-01,1.7914698459208012e-02,8.0453892610967159e-01,2.4908911995589733e-01,1.7818059027194977e-01
156,8.1035804934799671e-02,7.9989200271666050e-01,6.3221556413918734e-01,5.1799667999148369e-03,7.3970266617834568e-02
157,8.4108633268624544e-01,1.9852620176970959e-01,4.0101504139602184e-01,6.2198918871581554e-01,5.2140303887426853e-01
158,6.3342429604381323e-01,5.2849923353642225e-01,9.9992966279387474e-01,3.3232942223548889e-01,7.5389109086245298e-01
159,3.8195348437875509e-01,4.7406946774572134e-01,2.2087723668664694e-01,7.9483587015420198e-01,3.4146296232938766e-01
160,4.0000074449926615e-01,7.7548774704337120e-01,4.9206564854830503e-01,7.2740367520600557e-01,6.1236481182277203e-01
161,6.4663498196750879e-01,2.2096975892782211e-01,7.2863824665546417e-01,1.4207404851913452e-01,4.4295129366219044e-02
162,8.1617223750799894e-01,5.5090882349759340e-01,1.4006813056766987e-01,9.3151590041816235e-01,3.0791128799319267e-01
163,7.4692117981612682e-02,4.4969894085079432e-01,8.9324257615953684e-01,4.3795805703848600e-01,8.4872975852340460e-01
164,2.0053427480161190e-01,7.3164072073996067e-01,5.3328191675245762e-01,3.0678084306418896e-01,8.9924353919923306e-01
165,9.4033211283385754e-01,2.7093377523124218e-01,3.1233424041420221e-01,8.1593179237097502e-01,4.4387527275830507e-01
166,5.2247511222958565e-01,9.4047256093472242e-01,8.3848065417259932e-01,1.0464117396622896e-01,2.0368037000298500e-01
167,2.7415859326720238e-01,5.7951650582253933e-02,6.9681279361248016e-02,5.1806759834289551e-01,6.3942681904882193e-01
168,3.5143146384507418e-01,6.0327257867902517e-01,7.7959902584552765e-01,7.9901353083550930e-01,9.9344885908067226e-02
169,6.0194049496203661e-01,3.9219989161938429e-01,3.4756464883685112e-03,3.2382113020867109e-01,5.5852835252881050e-01
170,9.3508449848741293e-01,8.2028314284980297e-01,6.0034654382616282e-01,5.9687551576644182e-01,7.9489303100854158e-01
171,1.7404357995837927e-01,1.8715235032141209e-01,3.7012131698429585e-01,2.5955371558666229e-02,3.6296083591878414e-01
172,4.9914220348000526e-02,9.0518958959728479e-01,1.9895786140114069e-01,2.1951618511229753e-01,3.8906152453273535e-01
173,8.0921182222664356e-01,1.0030587483197451e-01,9.5945631898939610e-01,6.4983951300382614e-01,9.5331701263785362e-01
174,7.2781316190958023e-01,6.7267610877752304e-01,4.2500912398099899e-01,4.2362627945840359e-01,6.9350050110369921e-01
175,4.7556081414222717e-01,3.2085635885596275e-01,6.7085928004235029e-01,9.4572556298226118e-01,1.4886688999831676e-01
176,4.5732117351144552e-01,6.3671034201979637e-01,5.2578875795006752e-02,9.1153823770582676e-02,8.3529924694448709e-01
177,7.1479298081248999e-01,3.6292021721601486e-01,7.8915058169513941e-01,5.3607254847884178e-01,2.5883815623819828e-01
178,7.6376122701913118e-01,9.1188739705830812e-01,3.2553564291447401e-01,2.6204160042107105e-01,3.0374373309314251e-02
179,1.6245367005467415e-03,9.1405377723276615e-02,5.7870907336473465e-01,8.6518854554742575e-01,5.6377417594194412e-01
180,1.2553811818361282e-01,8.7191593088209629e-01,9.6888574492186308e-01,8.9031669683754444e-01,6.8409778270870447e-01
181,8.8984537124633789e-01,1.2943684868514538e-01,2.4793907999992371e-01,4.9026656802743673e-01,2.2149777598679066e-01
182,5.8870882727205753e-01,5.8099179249256849e-01,6.4909979887306690e-01,7.1745636407285929e-01,4.8904030304402113e-01
183,3.3340758271515369e-01,4.1669874545186758e-01,3.8030131999403238e-01,1.6313075646758080e-01,9.1657462716102600e-01
184,2.9104777704924345e-01,9.9232851620763540e-01,7.1530161891132593e-01,3.8255103863775730e-01,3.1438361108303070e-01
185,5.3683038335293531e-01,4.5930128544569016e-04,4.3917913176119328e-01,9.9815434124320745e-01,7.8098187129944563e-01
186,9.8469164315611124e-01,7.0909482054412365e-01,9.1109485179185867e-01,2.0968905184417963e-01,5.0945706851780415e-01
187,2.4993015918880701e-01,2.9516750015318394e-01,1.8087064009159803e-01,6.7102009430527687e-01,8.5920036770403385e-02
188,1.2381549552083015e-01,5.1470463071018457e-01,2.5932571291923523e-01,5.8326420281082392e-01,1.6620364040136337e-01
189,8.6080857738852501e-01,4.9152438808232546e-01,5.1982315909117460e-01,4.3840054422616959e-02,7.3866737913340330e-01
190,6.6071345470845699e-01,7.8243540972471237e-01,1.1036165896803141e-01,7.5415411032736301e-01,9.7114401496946812e-01
191,4.1716244630515575e-01,2.1231913194060326e-01,8.5621091909706593e-01,3.7295401003211737e-01,4.3374589923769236e-01
192,4.0822320431470871e-01,9.4774939958006144e-01,7.9460893757641315e-02,9.8809446673840284e-01,3.3072735182940960e-02
193,6.6966228187084198e-01,4.8958805389702320e-02,8.2482185773551464e-01,3.8516365550458431e-01,6.2454844266176224e-01
194,8.6754679121077061e-01,7.2292645275592804e-01,2.9083338007330894e-01,6.5898428112268448e-01,8.5314577165991068e-01
195,1.1706780083477497e-01,2.7744396403431892e-01,5.5084255989640951e-01,2.1427763719111681e-01,3.0448714829981327e-01
196,2.4098329897969961e-01,5.5989310052245855e-01,8.7955706194043159e-01,3.2437480986118317e-02,4.4727085810154676e-01
197,9.9363285209983587e-01,4.4241353403776884e-01,1.4982105698436499e-01,5.8648712653666735e-01,8.9485618472099304e-01
198,5.4357623029500246e-01,7.6896896027028561e-01,7.4623323697596788e-01,3.5957534890621901e-01,6.2721069250255823e-01
199,2.8430771548300982e-01,2.2967542894184589e-01,4.7059910558164120e-01,7.5935309194028378e-01,2.1493512578308582e-01
200,3.4009239450097084e-01,6.8130465038120747e-01,6.8060698918998241e-01,5.4017283022403717e-01,5.5411042459309101e-01
201,5.8202980086207390e-01,3.1443591974675655e-01,4.1132024396210909e-01,7.8629721887409687e-02,1.0277092549949884e-01
202,8.8095954619348049e-01,8.9807095658034086e-01,9.3798450287431479e-01,8.6731288861483335e-01,3.7418513000011444e-01
203,1.3441829197108746e-01,1.0914412047713995e-01,2.1654954180121422e-01,2.5149346701800823e-01,7.8270748537033796e-01
204,8.3017153665423393e-03,8.2671215012669563e-01,3.5646678414195776e-01,4.9595383834093809e-01,9.6553122438490391e-01
205,7.5707456748932600e-01,1.7853237688541412e-01,6.1012857034802437e-01,8.7742633931338787e-01,3.7780866865068674e-01
206,7.0591477397829294e-01,5.9444293100386858e-01,2.1040609106421471e-02,1.6684193909168243e-01,1.4547320455312729e-01
207,4.6620896551758051e-01,3.9932712260633707e-01,7.5810052175074816e-01,7.0654206443578005e-01,6.9788594078272581e-01
208,4.8419392667710781e-01,5.8945631328970194e-01,3.9395523443818092e-01,3.1862221565097570e-01,2.5541205331683159e-01
209,7.1917046420276165e-01,4.0993880946189165e-01,6.3931721355766058e-01,8.1239212490618229e-01,8.3971711900085211e-01
210,8.0229145660996437e-01,8.6487738788127899e-01,2.3037355858832598e-01,2.2732395678758621e-02,5.7595978491008282e-01
211,5.6844066828489304e-02,1.3866798952221870e-01,9.9038363061845303e-01,6.0827814135700464e-01,1.9150135107338428e-02
212,1.8268431071192026e-01,9.1864067222923040e-01,5.6896080542355776e-01,6.4525087550282478e-01,2.3275068774819374e-01
213,9.2644941899925470e-01,8.2934196107089520e-02,3.3922390453517437e-01,2.3155205044895411e-01,6.7188363429158926e-01
214,5.9501249622553587e-01,6.2747251056134701e-01,8.1062177941203117e-01,9.4311301317065954e-01,9.1218913160264492e-01
215,3.5835367720574141e-01,3.6995206959545612e-01,3.4986636601388454e-02,4.3368608690798283e-01,4.9243392515927553e-01
216,2.6716955937445164e-01,7.8931932337582111e-01,8.6989682819694281e-01,1.5298841521143913e-01,7.6879817713052034e-01
217,5.2945836074650288e-01,2.0324616692960262e-01,1.0060906782746315e-01,7.2369242552667856e-01,3.2560594938695431e-01
218,9.4903387874364853e-01,5.0632988940924406e-01,5.0222850404679775e-01,4.5084836240857840e-01,8.9344239793717861e-02
219,1.9183816015720367e-01,4.9819862749427557e-01,2.8079265076667070e-01,9.2582868225872517e-01,5.0504111126065254e-01
220,6.7710717208683491e-02,7.1817444637417793e-01,1.7109136097133160e-01,8.2647987361997366e-01,7.4305478949099779e-01
